gov_id|english_name|chinese_name,address|district|latitude|longitude|email|telephone|fax|placement_type|valid_license_since
2806|EC-Ping Employment Agency Company|易聘僱傭中介公司|Room 02-03, 16th floor, Hang Seng North Point Building, 341 King's Road, North Point, Hong Kong|Eastern District|lat: 22.2906814|lng: 114.1969289|vivian@peccoin.com|25703860|36184877|Foreign Domestic Helpers|2018
2807|TOP ASIA MAST LIMITED|高萬亞有限公司|Flat G, 10th floor, Hop Hing Industrial Building, 704 Castle Peak Road, Kowloon|Sham Shui Po District|lat: 22.3376620|lng: 114.1453288| | | |Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search|2018
2823|TOP GAIN EMPLOYMENT AGENCY||Flat A, 1st floor, Kam Shing Building, 14-24 Stone Nullah Lane, Wan Chai, Hong Kong|Wan Chai District|lat: 22.2759853|lng: 114.1737886|burndychan@yahoo.com.hk|94993335| |Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers|2018
2824|HONG KONG DH EMPLOYMENT CENTRE|香港外傭代理|Room 627, 6th floor, Nan Fung Center, 264-298 Castle Peak Road, Tsuen Wan, New Territories|Tsuen Wan District|lat: 22.3738014|lng: 114.1163447| |25251000|24932992|Foreign Domestic Helpers|2018
2825|HONG KONG DH EMPLOYMENT CENTRE|香港外傭代理|Room 720, 7th floor, Hollywood Plaza, 610 Nathan Road, Mong Kok, Kowloon|Yau Tsim Mong District|lat: 22.3168949|lng: 114.1700177|jessie98422841@yahoo.com.hk|26969119|26969110|Foreign Domestic Helpers|2019
2832|Serious Employment Centre Limited|認真僱傭中心有限公司|Shop 157, Level 1, MCP Discovery, Metro City Phase 3, Tseung Kwan O, New Territories|Sai Kung District|lat: 22.3224182|lng: 114.2568564|mcp@serious.com.hk|24877728|23426228|Foreign Domestic Helpers, Local Domestic Helpers|2018
2838|DRAGON WOOD HOLDINGS LIMITED|活龍集團有限公司|4A, Shun Cheung Industrial Building, 26 Wing Hong Street, Cheung Sha Wan, Kowloon|Sham Shui Po District|lat: 22.3391617|lng: 114.1493697|janetluy@gmail.com|25396270| |Foreign Domestic Helpers, Office Staff / Executive Search|2018
2842|KMGG GROUP GLOBAL COMPANY LIMITED|嘉銘集團國際有限公司|2nd floor, Dah Sing Life Building, 99-105 Des Voeux Road Central, Central, Hong Kong|Central and Western District|lat: 22.2847820|lng: 114.1557790|kmgghelpers@gmail.com|22875039|22875239|Foreign Domestic Helpers|2018
2854|EMILY EMPLOYMENT AGENCY|文利僱傭中心|Room 1103, Hung Kei Mansion, 5-8 Queen Victoria Street, Central, Hong Kong|Central and Western District|lat: 22.2837831|lng: 114.1558955|emilyemployment@gmail.com|23887555| |Foreign Domestic Helpers, Local Domestic Helpers|2018
2855|MVC International Manpower Services||Flat 706, 6th floor, Block C, Whampoa Building, 99 Baker Street, Hung Hom, Kowloon|Kowloon City District|lat: 22.3065202|lng: 114.1855040| | | |Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search|2018
2859|C.K. Employment Consultant Centre|晟信(海外)僱傭公司|Shop 55A, 1st floor, Fu Fai Garden, 28 On Shing Street, Ma On Shan, Shatin, New Territories|Sha Tin District|lat: 22.4248666|lng: 114.2338128|kenlo@abadi.com.hk|23295028|23295038|Foreign Domestic Helpers|2018
2862|1maid2 Limited|搵妹易有限公司|Unit 2001, 20th floor, Mongkok Commercial Centre, 16 Argyle Street, Mongkok, Kowloon|Yau Tsim Mong District|lat: 22.3189890|lng: 114.1689380|admin@1maid2.com|35027500| |Foreign Domestic Helpers, Local Domestic Helpers|2018
2865|JOYFUL FAMILY EMPLOYMENT AGENCY LIMITED|啟樂僱傭中心有限公司|Flat 255, 2nd floor, Kings Wing Plaza 2, 1 On Kwan Street, Sha Tin, New Territories|Sha Tin District|lat: 22.3888914|lng: 114.2084200| |23210996| |Foreign Domestic Helpers|2018
2866|HelperLink|僱傭線|Shop 37, Ground floor, Tung Lo Court, 136-154 Tai Po Road, Sham Shui Po, Kowloon|Southern District|lat: 22.3304645|lng: 114.1662720|helperlinkhk@gmail.com|63897322| |Foreign Domestic Helpers, Local Domestic Helpers|2018
2875|MY SWEET HOME EMPLOYMENT AGENCY|安樂窩僱傭中心|Unit 02, 6th floor, McDonald's Building, 46-54 Yee Wo Street, Causeway Bay, Hong Kong|Wan Chai District|lat: 22.2795382|lng: 114.1858988| | | |Foreign Domestic Helpers, Local Domestic Helpers|2018
2876|MY SWEET HOME EMPLOYMENT AGENCY|安樂窩僱傭中心|Shop L2-074, Level 2, 2 Metro Town, 8 King Ling Road, Tseung Kwan O, New Territories|Sai Kung District|lat: 22.3043040|lng: 114.2514290|metro@mysweethome.hk|21210205|21210891|Foreign Domestic Helpers, Local Domestic Helpers|2018
2877|MY SWEET HOME EMPLOYMENT AGENCY|安樂窩僱傭中心|Shop 37, Level 3, Shatin Centre, Sha Tin, New Territories|Sha Tin District|lat: 22.3797170|lng: 114.1867630|shatin@mysweethome.hk|21090801|21090708|Foreign Domestic Helpers, Local Domestic Helpers|2018
2878|MY SWEET HOME EMPLOYMENT AGENCY|安樂窩僱傭中心|Shop G104, Ground floor, Metro City Phase I, 1 Wan Hang Road, Tseung Kwan O, New Territories|Sai Kung District|lat: 22.3206840|lng: 114.2569630|metro@mysweethome.hk|26188335|26189155|Foreign Domestic Helpers, Local Domestic Helpers|2018
2880|SON Employment|樂勤僱傭|Room 1401, 14th floor, Tung Wah Mansion, 199-203 Hennessy Road, Wan Chai, Hong Kong|Wan Chai District|lat: 22.2779918|lng: 114.1745433|contact@sondm.com|23668311|23668355|Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers|2018
2882|MAIDSEEKERS CLUB|亞傭會|Flat 502, 5th floor, Cambridge House, 26-28 Cameron Road, Tsim Sha Tsui, Kowloon|Yau Tsim Mong District|lat: 22.2989151|lng: 114.1744272|maidseekers@126.com|98842132|68018688|Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers|2018
2889|Good Hands Employment Agency|飛躍僱傭服務公司|Shop 80, Basement, Site 12, Whampoa Garden, Hung Hom, Kowloon|Kowloon City District|lat: 22.3060190|lng: 114.1847880|admin@philmaid.com|25290992|30036289|Foreign Domestic Helpers, Local Domestic Helpers|2018
2895|Simply Maid Limited|簡易僱傭中心有限公司|Shop 1, Ground floor, Hoi Ming Court, 4 Babington Path, Sai Ying Pun, Hong Kong|Central and Western District|lat: 22.2841801|lng: 114.1420078|INFO@SIMPLYMAID.COM.HK|92401181|35855584|Foreign Domestic Helpers|2018
2905|TOP JOY EMPLOYMENT SERVICES LIMITED|永心僱傭有限公司|No. 250, Ground floor, Tin Sum Village, Tai Wai, Sha Tin, New Territories|Sha Tin District|lat: 22.3660710|lng: 114.1755220|hying886@hotmail.com|61915737| |Foreign Domestic Helpers, Local Domestic Helpers|2018
2923|BOSS HELPER EMPLOYMENT COMPANY LIMITED|人是部僱傭有限公司|Room B, 12th floor, Capri Building, 130 Austin Road, Tsim Sha Tsui, Kowloon|Yau Tsim Mong District|lat: 22.3031813|lng: 114.1736376|priscillascng@gmail.com|22671328|22671322|Foreign Domestic Helpers|2019
2937|CJN EMPLOYMENT CONSULTANCY||Shop B22, 1st floor, Planet Square, 1-15 Tak Man Street, Hung Hom, Kowloon|Kowloon City District|lat: 22.3070275|lng: 114.1876008|cjn.econsultancy@gmail.com|25113931| |Foreign Domestic Helpers|2019
2938|MIRACLE EMPLOYMENT AGENCY||Shop 37A, 1st floor, The Podium, Fu Fai Garden, 28 On Shing Street, Sha Tin, New Territories|Sha Tin District|lat: 22.4248666|lng: 114.2338128|alicewong@homecareagency.com.hk|60513640| |Foreign Domestic Helpers|2018
2942|LUCKY MAIDS JOB CENTRE|外傭求職中心|Shop 153A & B, 1st floor, New Trend Plaza, 278-288 King's Road, North Point, Hong Kong|Eastern District|lat: 22.2894640|lng: 114.1948104|luckymaids@ymail.com|28912896| |Foreign Domestic Helpers, Local Domestic Helpers, Other Non-office Worker|2018
2946|Pure Employment Center|欣誠僱傭中心|Flat 1802, 18th floor, NPAC, 10 North Point Road, North Point, Hong Kong|Eastern District|lat: 22.2914263|lng: 114.1967664|jtang@helpersmarket.hk|96621043| |Foreign Domestic Helpers|2018
2947|KA SHING MANPOWER AGENCY|嘉勝人力資源中心|Room 2002, 20th floor, Wan Chai Commercial Centre, 194-204 Johnston Road, Wan Chai, Hong Kong|Wan Chai District|lat: 22.2771729|lng: 114.1760063|cheers_centre@yahoo.com.hk|21558177|31000489|Foreign Domestic Helpers, Imported Worker|2018
2949|WT (Asia) Employment Centre|和泰僱傭中心|Shop 14, Ground floor, Pearl House, 368-374 Prince Edward Road West, Kowloon City, Kowloon|Kwun Tong District|lat: 22.3276060|lng: 114.1879150| |98886801| |Foreign Domestic Helpers|2019
2952|LEADER PRO EMPLOYMENT COMPANY LIMITED|至德僱傭服務有限公司|Shop 86, Ground floor, Fu Shing Building, 9 Sai Ching Street, Yuen Long, New Territories|Yuen Long District|lat: 22.4423380|lng: 114.0277782| | | |Foreign Domestic Helpers|2019
2956|GOOD LUCK EMPLOYMENT CENTRE|真好運僱傭中心|Room 143, 1st floor, Seven Seas Shopping Centre, 121 King's Road, North Point, Hong Kong|Eastern District|lat: 22.2876120|lng: 114.1928410| |26825538|26826838|Foreign Domestic Helpers, Local Domestic Helpers|2018
2957|Merci Employment Agency Limited|焯喬僱傭中心有限公司|Room C, 6th floor, World Trust Tower, 50 Stanley Street, Central, Hong Kong|Central and Western District|lat: 22.2827810|lng: 114.1550594|superchuiki@hotmail.com|21027120| |Foreign Domestic Helpers|2018
2958|ACE DELIGHT HONG KONG LIMITED|忠精香港有限公司|Room B, 8th floor, Yeung Iu Chi Commercial Building, 462 Jaffe Road, Causeway Bay, Hong Kong|Wan Chai District|lat: 22.2806108|lng: 114.1818582|ace.delight.hk.ltd@gmail.com|65426747| |Foreign Domestic Helpers|2019
2980|Dorcas Employment Agency Limited|多加僱傭有限公司|Room 2018, 20th floor, Ho King Commercial Centre, 2-16 Fa Yuen Street, Mong Kok, Kowloon|Yau Tsim Mong District|lat: 22.3159829|lng: 114.1719424| | | |Foreign Domestic Helpers, Local Domestic Helpers|2019
2982|STEP ONE EMPLOYMENT AGENCY|一僱傭|Flat 2A, 1st floor, Fu Tao Building, 98 Argyle Street, Mong Kok, Kowloon|Yau Tsim Mong District|lat: 22.3199228|lng: 114.1736376|steponeagency@yahoo.com.hk|34802840|30139956|Foreign Domestic Helpers|2019
2994|ANLIDA|安利達|Shop 336, Level 4, Sceneway Plaza, 8 Sceneway Road, Lam Tin, Kowloon|Kwun Tong District|lat: 22.3069951|lng: 114.2335701| |27720086|27720087|Foreign Domestic Helpers|2019
2997|STEPWISE||Unit G, 51st floor, North Tower, 100 Yeung Uk Road, Tsuen Wan, New Territories|Tsuen Wan District|lat: 22.3669107|lng: 114.1166138|ee-ccm@hotmail.com|27517999|27517999|Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search|2019
3001|ANCITY EMPLOYMENT CENTRE|愛都僱傭中心|Shop 35B, Ground floor, Hop Yick Commercial Centre, 33 Hop Choi Street, Yuen Long, New Territories|Yuen Long District|lat: 22.4425505|lng: 114.0301710|ancityhongkong@yahoo.com|24292276|34827805|Foreign Domestic Helpers|2019
3002|ENXI CONSULTANT|恩希顧問|Flat 3A, 1st floor, Fu Tao Building, 98 Argyle Street, Mong Kok, Kowloon|Yau Tsim Mong District|lat: 22.3199228|lng: 114.1736376| |23383631|23386692|Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers, Office Staff / Executive Search|2019
3010|KINDLY EMPLOYMENT SERVICES|心意僱傭服務|Shop 46B, Level 3, Hilton Plaza, 3-9 Sha Tin Centre Street, Sha Tin, New Territories|Sha Tin District|lat: 22.3797427|lng: 114.1867115|kindlyemploy@gmail.com|26669930|23904444|Foreign Domestic Helpers, Local Domestic Helpers|2019
3013|BRILLIANCE OVERSEAS EMPLOYMENT AGENCY LIMITED|洸輝海外顧傭中心有限公司|Room 16B, 1st floor, Waldorf Garden Plaza, 1 Tuen Lee Street, Tuen Mun, New Territories|Tuen Mun District|lat: 22.3918997|lng: 113.9782009|info@brillianceagent.com|28990892|28990876|Foreign Domestic Helpers|2019
3014|WISMA EMPLOYMENT AGENCY|偉士瑪僱傭公司|Shop 1C, Ground floor, Fuk Yip Building, 12 Kik Yeung Road, Yuen Long, New Territories|Yuen Long District|lat: 22.4458012|lng: 114.0254554|Indowisma1010@gmail.com|55778333| |Foreign Domestic Helpers, Local Domestic Helpers|2019
3024|Tick Helper Limited||Unit 1116, 11th floor, Golden Era Plaza, 39-55 Sai Yee Street, Mong Kok, Kowloon|Yau Tsim Mong District|lat: 22.2878546|lng: 114.1974397|ky93299995@gmail.com|21111105| |Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers|2019
3026|WISDOM TALENT EMPLOYMENT CENTRE|賢慧社僱傭中心|Room 6, 5th floor, Hopeful Factory Centre, 10-16 Wo Shing Street, Fo Tan, New Territories|Sha Tin District|lat: 22.3968270|lng: 114.1972075|jacky@sma.hk|25109539|25081119|Foreign Domestic Helpers, Office Staff / Executive Search|2019
3028|CANLIX EMPLOYMENT CENTRE|勤力僱傭中心|Room 1227, 12th floor, Nan Fung Centre, 264-298 Castle Peak Road, Tsuen Wan, New Territories|Tsuen Wan District|lat: 22.3738014|lng: 114.1163447|yycharmyy@gmail.com|37021284|37021094|Foreign Domestic Helpers|2019
3037|Yui Loi Employment Agency Limited|悅來僱傭中心有限公司|Room 706, 7th floor, Winning Centre, 29 Tai Yau Street, San Po Kong, Kowloon|Wong Tai Sin District|lat: 22.3371193|lng: 114.1982293|info@yuiloi.hk| | |Foreign Domestic Helpers, Local Domestic Helpers|2019
3046|Future Exploration Technologies Limited|未來探索有限公司|Unit 501, 5th floor, Belgian Bank Building, 721-725 Nathan Road, Mong Kok, Kowloon|Yau Tsim Mong District|lat: 22.3211023|lng: 114.1687841| | | |Foreign Domestic Helpers, Local Domestic Helpers, Other Non-office Worker|2019
2|OVERSEAS EMPLOYMENT CENTRE LTD.|海外僱傭中心有限公司|Unit 1110-1111, 11th floor, Pioneer Centre, 750 Nathan Road, Mong Kok, Kowloon|Yau Tsim Mong District|lat: 22.3225630|lng: 114.1690550| | | |Foreign Domestic Helpers|2000
8|First Employment Centre|冠中僱傭中心|Unit 603, 6th floor, Cambridge House, 26-28 Cameron Road, Tsim Sha Tsui, Kowloon|Yau Tsim Mong District|lat: 22.2989151|lng: 114.1744272|firstemp@yahoo.com.hk|27235305|23111134|Foreign Domestic Helpers|1983
16|Golden Bright Company|金輝公司|Room 1106, 11th floor, Workingberg Commercial Building, 41-47 Marble Road, North Point, Hong Kong|Eastern District|lat: 22.2921180|lng: 114.2012248|melanilau@yahoo.com|28950945|28057909|Foreign Domestic Helpers|1988
24|World Wide Company|環冠僱傭公司|Room 801, 8th floor, Yu Sung Boon Building, 107-111 Des Voeux Road Central, Central, Hong Kong|Central and Western District|lat: 22.2849185|lng: 114.1557376| | | |Foreign Domestic Helpers|1990
56|Beatrice Filipino Domestic Helpers|葦妍菲傭|Shop 109, 1st floor, Union Plaza, Luen Wo Hui, Fanling, New Territories|North District|lat: 22.5006876|lng: 114.1398274|beafildh_2005@yahoo.com|26823841|26823847|Foreign Domestic Helpers|1993
57|Ko Fu (HK) Investment Co|高富(香港)公司|Flat C, 9th floor, Parkes Mansion, 1-11 Parkes Street, Jordan, Kowloon|Yau Tsim Mong District|lat: 22.3036350|lng: 114.1705595|info@kofu.com.hk|23328855|27838201|Foreign Domestic Helpers|1993
58|Deansenew Trading Company|天之鳥貿易公司|Flat A, 1st floor, 52-60 Lyndhurst Terrace, Central, Hong Kong|Central and Western District|lat: 22.2824336|lng: 114.1533874|melody.deansenew@ymail.com| | |Foreign Domestic Helpers|1993
59|Deansenew Trading Company|天之鳥貿易公司|Flat 60, 3rd floor, Lee On Building, 56-62 Argyle Street, Mong Kok, Kowloon|Yau Tsim Mong District|lat: 22.3195110|lng: 114.1712764| | | |Foreign Domestic Helpers|2005
61|Tradeway International Company|惠盈貿易公司|Flat A, 25th floor, Block 13, City Garden, 233 Electric Road, Fortress Hill, Hong Kong|Eastern District|lat: 22.2901540|lng: 114.1934829|ingwong@netvigator.com| | |Foreign Domestic Helpers|1993
62|JMJ Enterprises And Services Co.||Cockloft, 70 Sun On Village, DD 125 Lot 934, Sai Kung, New Territories|Sai Kung District|lat: 22.3833893|lng: 114.2709760|janejmjbiz@gmail.com|27917989|27919369|Foreign Domestic Helpers, Local Domestic Helpers|1994
63|Laguna Employment Service|麗港僱傭中心|Shop 42, Ground floor, Laguna Arcade, Phase 3, Laguna City, Kwun Tong, Kowloon|Kwun Tong District|lat: 22.3060600|lng: 114.2279046| | | |Foreign Domestic Helpers|1994
67|Sing Fai (Hong Kong) Co.|昇輝(香港)公司|Room A, 11th floor, Nathan Tower, 518-520 Nathan Road, Yau Ma Tei, Kowloon|Yau Tsim Mong District|lat: 22.3124111|lng: 114.1710379|singfaihk@gmail.com|27827390|27713970|Foreign Domestic Helpers|1994
80|Maintop Investment Company|美達行|Room 1409, 14th floor, Beverley Commercial Centre, 87-105 Chatham Road South, Tsim Sha Tsui, Kowloon|Yau Tsim Mong District|lat: 22.3014020|lng: 114.1759366| |23147073|23147056|Foreign Domestic Helpers|1994
83|Home Ease Employment Services|順意僱傭服務公司|Flat B, 12th floor, Block 10, Braemar Hill Mansion, 33 Braemar Hill Road, North Point, Hong Kong|Eastern District|lat: 22.2857549|lng: 114.2019146| | | |Foreign Domestic Helpers|1995
88|Pioneer Integrated Services|皆怡綜合服務|Flat B, 2nd floor, Hin Wah Building, 446-450 Hennessy Road, Causeway Bay, Hong Kong|Wan Chai District|lat: 22.2793901|lng: 114.1818582|pioneerwin@biznetvigator.com|24154846|24937470|Foreign Domestic Helpers|1995
99|Wellcome Greenland Employment Centre|樂意田園中心|18th floor, Jade Centre, 98 Wellington Street, Central, Hong Kong|Central and Western District|lat: 22.2829355|lng: 114.1544394| | | |Foreign Domestic Helpers|1996
102|Sam Chung Trading Company|三松貿易行|Flat A, 10th floor, Hoi Ying Building, 29 King's Road, North Point, Hong Kong|Eastern District|lat: 22.2839569|lng: 114.1924314|samchung1973@gmail.com|25666384|28068472|Foreign Domestic Helpers|1996
105|Asialink Employment Agency|千億僱傭中心|Room 1334, 13th floor, Willy Commercial Building, 28-36 Wing Kut Street, Central, Hong Kong|Central and Western District|lat: 22.2852819|lng: 114.1541217| |25811833|25811103|Foreign Domestic Helpers|1996
133|Hosanna Employment Services|傳恩僱傭中心|Shop 71F, Ground floor, Mount Sterling Mall, Mei Foo, Kowloon|Sham Shui Po District|lat: 22.3379570|lng: 114.1391221|maid100@wharftthk.com|21483456|21483133|Foreign Domestic Helpers, Local Domestic Helpers|1997
134|Yatka Employment and Travel Services|益嘉僱傭及旅遊服務|Flat A, 5th floor, Sing Woo Building, 10 Sing Woo Road, Happy Valley, Hong Kong|Wan Chai District|lat: 22.2695779|lng: 114.1849235|hkfil_yatka@yahoo.com|28249090| |Foreign Domestic Helpers|1997
136|Top Maids Employment Agency|東美僱傭公司|Room 1101, 11th floor, Sino Centre, 582-592 Nathan Road, Mong Kok, Kowloon|Yau Tsim Mong District|lat: 22.3160365|lng: 114.1703220|topmaids@netvigator.com|27800303|27801903|Foreign Domestic Helpers|1997
140|Top Make Enterprise||Room 1102, 11th floor, Sino Centre, 582-592 Nathan Road, Mong Kok, Kowloon|Yau Tsim Mong District|lat: 22.3160365|lng: 114.1703220|topmaids@netvigator.com|27830303|27801903|Foreign Domestic Helpers|1997
147|KA WO CONSULTANTS LIMITED||Flat A, 13th floor, Gold Swan Commercial Building, 438-444 Hennessy Road, Causeway Bay, Hong Kong|Wan Chai District|lat: 22.2793230|lng: 114.1817250|domestic@netvigator.com|25263331|25263380|Foreign Domestic Helpers|1997
157|COBO EMPLOYMENT AGENCY|聯保僱傭中心|Room 1102, 11th floor, David House, 8-20 Nanking Street, Jordan, Kowloon|Yau Tsim Mong District|lat: 22.3062895|lng: 114.1720353|coboagcy@yahoo.com.hk|27238820|27093777|Foreign Domestic Helpers, Imported Worker|1998
163|ASIA-ONE EMPLOYMENT AGENCY|尚亞僱傭服務中心|Room C, 1st floor, King Fung Building, 60-62 Kwong Fuk Road, Tai Po, New Territories|Tai Po District|lat: 22.4488998|lng: 114.1664067| | | |Foreign Domestic Helpers|2001
